IGN,region,rank_rating,_ability_1_casts,_ability_1_casts/match,_ability_1_casts/round,_ability_2_casts,_ability_2_casts/match,_ability_2_casts/round,_aces,_acs,_assists,_assists/match,_assists/round,_clutch,_clutches,_clutches__1v1,_clutches__1v2,_clutches__1v3,_clutches__1v4,_,_clutches_lost__1v2,_clutches_lost__1v3,_clutches_lost__1v4,_clutches_lost__1v5,_damage,_damage_delta_δ,_damage_received,_damage/match,_damage/minute,_damage/round,_ddδ/round,_dealt_bodyshots,_dealt_headshots,_dealt_legshots,_deaths,_deaths/match,_deaths/round,_defuses,_disconnects,_econ_rating,_econ_rating/round,_esr,_first_bloods,_first_bloods/match,_first_bloods/round,_first_deaths,_first_deaths/round,_flawless_rounds,_grenade_casts,_grenade_casts/match,_grenade_casts/round,_headshot,_headshots,_headshots/round,_k/d_ratio,_kad_ratio,_kast,_kda_ratio,_kills,_kills/match,_kills/round,_last_deaths,_losses,_matches_played,_most_kills__match,_multikills__1k,_multikills__2k,_multikills__3k,_multikills__4k,_multikills__5k,_multikills__6k,_mvps,_plants,_received_bodyshots,_received_headshots,_received_legshots,_rounds_lost,_rounds_played,_rounds_survived,_rounds_traded,_rounds_won,_score,_score/match,_suicides,_team_aces,_thrifty_rounds,_ties,_time_played,_ultimate_casts,_ultimate_casts/match,_ultimate_casts/round,_wins,Game_econ_rating/match,Game_matches_duration,Game_round_win,Game_rounds_duration,Game_win,Attack_acs,Attack_assists,Attack_assists/round,Attack_damage,Attack_damage_delta_δ,Attack_damage_received,Attack_damage/round,Attack_ddδ/round,Attack_deaths/round,Attack_esr,Attack_first_bloods,Attack_first_bloods/round,Attack_first_deaths,Attack_first_deaths/round,Attack_headshots,Attack_k/d_ratio,Attack_kast,Attack_kills,Attack_kills/round,Attack_plants/match,Attack_plants/round,Attack_round_win,Attack_rounds_lost,Attack_rounds_played,Attack_rounds_survived,Attack_rounds_traded,Attack_rounds_won,Attack_score,Defense_acs,Defense_assists,Defense_assists/round,Defense_damage,Defense_damage_delta_δ,Defense_damage_received,Defense_damage/round,Defense_ddδ/round,Defense_deaths,Defense_defuses/match,Defense_defuses/round,Defense_esr,Defense_first_bloods,Defense_first_bloods/round,Defense_first_deaths,Defense_first_deaths/round,Defense_headshots,Defense_k/d_ratio,Defense_kast,Defense_kills,Defense_kills/round,Defense_round_win,Defense_rounds_lost,Defense_rounds_played,Defense_rounds_survived,Defense_rounds_traded,Defense_rounds_won,Defense_score,Uncategorized_peak_rating,Uncategorized_performance_score,Uncategorized_rating,Combat_ability_1_casts,Combat_ability_1_casts/match,Combat_ability_1_casts/round,Combat_ability_2_casts,Combat_ability_2_casts/match,Combat_ability_2_casts/round,Combat_aces,Combat_acs,Combat_assists,Combat_assists/match,Combat_assists/round,Combat_clutch,Combat_clutches,Combat_clutches__1v1,Combat_clutches__1v2,Combat_clutches__1v3,Combat_clutches__1v4,Combat_,Combat_clutches_lost__1v2,Combat_clutches_lost__1v3,Combat_clutches_lost__1v4,Combat_clutches_lost__1v5,Combat_damage,Combat_damage_delta_δ,Combat_damage_received,Combat_damage/match,Combat_damage/minute,Combat_damage/round,Combat_ddδ/round,Combat_dealt_bodyshots,Combat_dealt_headshots,Combat_dealt_legshots,Combat_deaths,Combat_deaths/match,Combat_deaths/round,Combat_defuses,Combat_disconnects,Combat_econ_rating,Combat_econ_rating/round,Combat_esr,Combat_first_bloods,Combat_first_bloods/match,Combat_first_bloods/round,Combat_first_deaths,Combat_first_deaths/round,Combat_flawless_rounds,Combat_grenade_casts,Combat_grenade_casts/match,Combat_grenade_casts/round,Combat_headshot,Combat_headshots,Combat_headshots/round,Combat_k/d_ratio,Combat_kad_ratio,Combat_kast,Combat_kda_ratio,Combat_kills,Combat_kills/match,Combat_kills/round,Combat_last_deaths,Combat_losses,Combat_matches_played,Combat_most_kills__match,Combat_multikills__1k,Combat_multikills__2k,Combat_multikills__3k,Combat_multikills__4k,Combat_multikills__5k,Combat_multikills__6k,Combat_mvps,Combat_plants,Combat_received_bodyshots,Combat_received_headshots,Combat_received_legshots,Combat_rounds_lost,Combat_rounds_played,Combat_rounds_survived,Combat_rounds_traded,Combat_rounds_won,Combat_score,Combat_score/match,Combat_suicides,Combat_team_aces,Combat_thrifty_rounds,Combat_ties,Combat_time_played,Combat_ultimate_casts,Combat_ultimate_casts/match,Combat_ultimate_casts/round,Combat_wins
aimDLLv2#DLL,eu,973,,,,,,,,,775,5.1,0.2,2.3%,74,40,24,4,4,,74,86,76,36,"568,483","152,413","416,070","3,764.79",114.6,176.8,47,"4,059","2,692",311,"2,249",14.9,0.7,72,0,"11,382",3.5,0.55,406,2.69,0.1,326,0.1,144,"2,396",15.87,0.7,38.1%,"2,494",0.8,1.35,1.70,74.7%,1.52,"3,041",20.1,0.9,301,54,151,44,940,559,223,66,10,0,49,214,"3,843","1,896",259,"1,472","3,216","1,005",489,"1,744","859,904","5,695",6,27,224,3,82h,440,2.91,0.1,94,75,32m 50s,54.2%,01m 32s,62.3%,257.2,396,0.2,"273,574","56,770","216,804",170.9,35,"1,171",0.50,174,0.1,172,0.1,"1,213",1.24,73.8%,"1,450",0.9,1.42,0.1,51.4%,778,"1,601",447,281,823,"411,843",277.4,377,0.2,"294,909","95,643","199,266",182.6,59,"1,078",0.48,0.0,0.60,232,0.1,154,0.1,"1,281",1.48,75.6%,"1,591",1.0,57.0%,694,"1,615",558,208,921,"448,061","1,167",924,973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop#BACK,eu,970,,,,,,,,,,,0.2,2.3%,129,82,29,10,5,,124,153,127,63,"896,225","114,690","781,535","3,247.19",104.7,157.1,20,"14,327","3,533","1,974","4,032",14.6,0.7,105,0,"17,705",3.1,0.56,791,2.87,0.1,620,0.1,210,"3,464",12.55,0.6,17.8%,"2,785",0.5,1.25,1.57,75.4%,1.41,"5,046",18.3,0.9,498,90,276,40,"1,796",869,355,92,16,0,62,184,"7,950","3,222","1,212","2,563","5,706","1,710","1,033","3,143","1,420,450","5,147",5,53,615,1,142h,715,2.59,0.1,185,64,31m 00s,55.1%,01m 29s,67.0%,246.3,616,0.2,"429,538","21,889","407,649",152.4,8,"2,096",0.49,385,0.1,396,0.1,"1,461",1.17,74.3%,"2,453",0.9,0.67,0.1,52.7%,"1,332","2,818",744,584,"1,486","694,052",251.5,653,0.2,"466,687","92,801","373,886",161.6,32,"1,936",0.38,0.0,0.64,406,0.1,224,0.1,"1,324",1.34,76.5%,"2,594",0.9,57.4%,"1,231","2,888",966,449,"1,657","726,398","1,105",873,970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lovers RU#0000,eu,966,,,,,,,,241.1,683,5.1,0.3,1.5%,41,25,12,3,1,,45,63,56,39,"414,686","48,316","366,370","3,071.75",102.6,156.1,18,"4,040","1,884",466,"1,930",14.3,0.7,35,0,"8,943",3.4,0.58,353,2.61,0.1,254,0.1,132,"1,694",12.55,0.6,29.5%,"1,643",0.6,1.17,1.52,73.8%,1.35,"2,255",16.7,0.8,225,30,135,38,789,404,161,39,4,0,33,139,"3,359","1,597",330,"1,071","2,656",811,439,"1,585","640,465","4,744",13,21,278,1,67h,303,2.24,0.1,104,66,29m 55s,59.7%,01m 31s,77.0%,233.4,337,0.2,"206,294","11,221","195,073",150.5,8,"1,025",0.52,171,0.1,158,0.1,827,1.10,71.7%,"1,130",0.8,1.03,0.1,59.1%,561,"1,371",392,247,810,"319,962",249.4,343,0.3,"208,392","37,095","171,297",162.2,29,905,0.26,0.0,0.65,182,0.1,96,0.1,816,1.24,76.0%,"1,126",0.9,60.3%,510,"1,285",419,192,775,"320,503","1,058",834,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG Kajuks#1337,eu,958,,,,,,,,236.1,853,4.9,0.2,2.3%,85,43,31,9,2,,65,102,127,58,"578,362","113,729","464,633","3,343.13",100.4,158.1,31,"5,477","2,439",586,"2,469",14.3,0.7,69,0,"11,070",3.0,0.57,409,2.36,0.1,313,0.1,159,"2,837",16.40,0.8,28.7%,"2,224",0.6,1.23,1.58,73.6%,1.41,"3,046",17.6,0.8,389,57,173,38,"1,150",540,195,44,11,0,29,232,"4,107","2,091",321,"1,670","3,659","1,200",467,"1,989","863,953","4,994",2,31,324,2,95h,437,2.53,0.1,114,64,33m 17s,54.4%,01m 34s,65.9%,228.6,383,0.2,"278,649","37,544","241,105",152.9,21,"1,282",0.53,190,0.1,170,0.1,"1,087",1.14,71.8%,"1,461",0.8,1.34,0.1,51.8%,879,"1,822",546,240,943,"416,493",243.6,466,0.3,"299,713","76,185","223,528",163.2,41,"1,187",0.40,0.0,0.60,219,0.1,143,0.1,"1,137",1.34,75.3%,"1,585",0.9,56.9%,791,"1,837",654,227,"1,046","447,460","1,076",838,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIT Kicks#BONK,eu,955,,,,,,,,,846,5.4,0.3,2.6%,85,48,29,5,1,,79,116,115,57,"548,814","121,418","427,396","3,518.04",103.5,164.8,36,"4,966","2,296",367,"2,271",14.6,0.7,73,0,"10,247",3.1,0.62,340,2.18,0.1,212,0.1,151,"2,961",18.98,0.9,30.1%,"2,086",0.6,1.31,1.68,75.6%,1.50,"2,977",19.1,0.9,384,55,156,39,"1,079",541,209,40,6,0,37,254,"3,976","1,894",352,"1,550","3,330","1,087",443,"1,780","828,910","5,314",4,30,392,2,88h,462,2.96,0.1,99,66,34m 00s,53.5%,01m 35s,63.5%,245.5,400,0.2,"269,054","47,543","221,511",162.7,29,"1,173",0.57,150,0.1,111,0.1,"1,039",1.24,73.8%,"1,459",0.9,1.63,0.2,51.6%,801,"1,654",495,242,853,"406,007",252.3,443,0.3,"279,760","73,875","205,885",166.9,44,"1,098",0.47,0.0,0.65,190,0.1,101,0.1,"1,047",1.38,77.4%,"1,519",0.9,55.3%,749,"1,676",592,201,927,"422,903","1,137",895,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coly#best,eu,955,,,,,,,,237.0,"1,249",5.5,0.3,2.8%,130,71,36,16,6,,101,127,116,52,"736,783","125,401","611,382","3,217.39",103.5,158.3,27,"6,554","3,207",482,"3,201",14.0,0.7,86,0,"14,902",3.2,0.54,461,2.01,0.1,398,0.1,205,"2,846",12.43,0.6,31.3%,"2,898",0.6,1.24,1.63,75.4%,1.43,"3,964",17.3,0.9,433,74,229,31,"1,396",698,284,75,4,0,43,297,"5,962","2,640",526,"2,017","4,655","1,553",733,"2,638","1,103,343","4,818",13,43,246,0,118h,572,2.50,0.1,155,65,31m 05s,56.7%,01m 31s,67.7%,235.8,622,0.3,"364,074","48,585","315,489",157.8,21,"1,642",0.50,227,0.1,231,0.1,"1,500",1.19,74.2%,"1,952",0.8,1.30,0.1,55.0%,"1,038","2,307",717,408,"1,269","543,923",238.3,624,0.3,"372,709","76,816","295,893",158.7,33,"1,559",0.38,0.0,0.58,234,0.1,167,0.1,"1,398",1.29,76.7%,"2,012",0.9,58.3%,979,"2,348",836,325,"1,369","559,420","1,032",867,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolosha#7697,eu,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,33m 32s,54.6%,01m 35s,59.9%,254.4,799,0.3,"485,097","66,913","418,184",164.3,23,"2,156",0.52,364,0.1,337,0.1,"2,007",1.23,74.8%,"2,662",0.9,1.26,0.1,52.8%,"1,395","2,953",864,541,"1,558","751,243",268.8,766,0.3,"504,127","120,863","383,264",174.0,42,"1,993",0.33,0.0,0.66,441,0.2,226,0.1,"1,928",1.38,77.4%,"2,744",0.9,56.4%,"1,264","2,898",965,413,"1,634","778,873","1,052",917,953,,,,,,,,261.5,"1,568",5.7,0.3,1.9%,113,55,36,19,3,,102,150,113,54,"989,224","187,776","801,448","3,571.21",106.5,169.1,32,"9,798","4,402",846,"4,149",15.0,0.7,91,0,"19,700",3.4,0.59,805,2.91,0.1,563,0.1,265,"2,738",9.88,0.5,29.3%,"3,935",0.7,1.30,1.68,76.1%,1.49,"5,404",19.5,0.9,474,106,277,41,"1,773",976,388,108,17,0,88,348,"7,347","3,557",759,"2,659","5,851","1,829",954,"3,192","1,530,116","5,524",11,48,545,5,154h,739,2.67,0.1,166
KC f4ngeer#2911,eu,950,,,,,,,,251.3,699,4.2,0.2,2.0%,68,44,18,5,1,,52,80,59,22,"567,329","100,874","466,455","3,417.64",103.3,163.2,29,"4,444","2,526",328,"2,450",14.8,0.7,53,0,"10,568",3.0,0.58,533,3.21,0.2,393,0.1,151,"1,854",11.17,0.5,34.6%,"2,254",0.6,1.28,1.56,73.2%,1.42,"3,135",18.9,0.9,237,59,166,38,"1,023",521,243,64,17,0,47,178,"4,312","2,058",381,"1,601","3,476","1,033",546,"1,875","873,511","5,262",3,35,323,1,91h,448,2.70,0.1,106,64,33m 05s,53.9%,01m 34s,63.9%,236.7,317,0.2,"267,679","24,393","243,286",155.1,14,"1,285",0.50,229,0.1,233,0.1,"1,164",1.14,70.7%,"1,461",0.8,1.07,0.1,50.9%,848,"1,726",443,328,878,"408,500",265.7,380,0.2,"299,650","76,481","223,169",171.2,44,"1,165",0.32,0.0,0.66,304,0.2,160,0.1,"1,090",1.44,75.6%,"1,674",1.0,57.0%,753,"1,750",590,218,997,"465,011",996,855,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indecision#real,eu,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,31m 28s,54.7%,01m 29s,64.4%,265.5,417,0.2,"371,762","68,847","302,915",175.5,33,"1,542",0.57,239,0.1,177,0.1,"1,695",1.31,75.0%,"2,024",1.0,0.21,0.0,52.4%,"1,008","2,118",600,386,"1,110","562,332",274.1,504,0.2,"396,936","113,546","283,390",185.1,53,"1,440",0.29,0.0,0.66,268,0.1,137,0.1,"1,731",1.48,77.7%,"2,126",1.0,56.9%,923,"2,144",723,326,"1,221","587,694","1,053",940,943,,,,,,,,269.8,923,4.6,0.2,1.7%,74,41,17,11,3,,80,93,78,31,"768,698","182,393","586,305","3,805.44",120.9,180.4,43,"5,499","3,732",345,"2,982",14.8,0.7,58,0,"13,704",3.2,0.62,507,2.51,0.1,314,0.1,179,"2,219",10.99,0.5,39.0%,"3,426",0.8,1.39,1.70,76.3%,1.55,"4,150",20.5,1.0,300,70,202,36,"1,367",738,298,88,11,1,67,42,"5,374","2,601",417,"1,931","4,262","1,323",712,"2,331","1,150,026","5,693",4,31,400,2,105h,550,2.72,0.1,130
Akio#SOLOQ,eu,937,,,,,,,,210.3,"1,288",5.9,0.3,1.6%,73,43,23,5,0,,87,112,135,75,"632,514","32,448","600,066","2,914.81",88.4,139.2,7,"5,698","2,894",438,"3,173",14.6,0.7,71,0,"12,235",2.7,0.49,435,2.00,0.1,448,0.1,201,"3,106",14.31,0.7,32.0%,"2,601",0.6,1.07,1.47,72.2%,1.27,"3,386",15.6,0.7,419,93,217,34,"1,423",599,194,42,3,0,18,349,"6,005","2,552",448,"2,174","4,545","1,371",654,"2,371","955,942","4,405",3,33,712,3,119h,517,2.38,0.1,121,56,32m 58s,52.2%,01m 34s,55.8%,206.2,601,0.3,"307,270","-1,293","308,563",136.4,-1,"1,630",0.44,194,0.1,247,0.1,"1,307",1.01,70.3%,"1,647",0.7,1.61,0.2,48.4%,"1,163","2,252",623,366,"1,089","464,252",214.4,685,0.3,"325,244","33,741","291,503",141.8,15,"1,543",0.33,0.0,0.55,241,0.1,201,0.1,"1,294",1.13,74.0%,"1,739",0.8,55.9%,"1,011","2,293",748,288,"1,282","491,690",957,632,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hwks#dehka,eu,930,,,,,,,,,"2,188",4.2,0.2,1.3%,149,79,49,15,4,,191,228,219,110,"1,723,665","147,669","1,575,996","3,302.04",100.1,155.4,13,"17,729","6,752","1,536","8,353",16.0,0.8,139,0,"31,553",2.8,0.55,"1,825",3.50,0.2,"1,489",0.1,436,"7,843",15.02,0.7,26.0%,"6,051",0.5,1.13,1.39,70.8%,1.26,"9,449",18.1,0.9,792,214,522,41,"3,272","1,700",666,160,28,0,114,319,"14,699","6,900","1,501","5,294","11,091","2,803","1,852","5,797","2,679,842","5,134",13,101,881,3,286h,"1,509",2.89,0.1,305,60,32m 58s,52.3%,01m 33s,58.4%,234.4,"1,075",0.2,"840,115","3,148","836,967",150.0,1,"4,380",0.49,876,0.2,903,0.2,"3,155",1.06,68.9%,"4,622",0.8,0.61,0.1,50.2%,"2,787","5,600","1,259","1,097","2,813","1,312,403",249.0,"1,109",0.2,"883,550","144,521","739,029",160.9,26,"3,973",0.27,0.0,0.62,949,0.2,586,0.1,"2,896",1.22,72.6%,"4,828",0.9,54.3%,"2,507","5,491","1,544",755,"2,984","1,367,439","1,073",717,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aidan#xxx,eu,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,32m 37s,52.6%,01m 33s,58.1%,234.1,554,0.2,"432,178","17,978","414,200",152.9,6,"2,152",0.46,353,0.1,417,0.1,"1,669",1.10,70.7%,"2,359",0.8,0.64,0.1,50.9%,"1,388","2,827",700,544,"1,439","661,677",248.5,640,0.2,"460,353","70,218","390,135",163.2,25,"2,053",0.26,0.0,0.55,378,0.1,308,0.1,"1,725",1.21,73.2%,"2,481",0.9,54.4%,"1,287","2,820",785,441,"1,533","700,864","1,039",763,927,,,,,,,,241.3,"1,195",4.4,0.2,1.4%,80,42,31,4,2,,105,117,136,59,"892,531","88,196","804,335","3,305.67",101.3,158.1,16,"10,144","3,910","1,126","4,205",15.6,0.7,70,0,"16,922",3.0,0.50,731,2.71,0.1,725,0.1,230,"3,068",11.36,0.5,25.8%,"3,394",0.6,1.15,1.43,71.9%,1.29,"4,839",17.9,0.9,472,111,270,37,"1,736",893,323,66,17,0,54,172,"7,887","3,445",921,"2,675","5,647","1,485",985,"2,972","1,362,541","5,046",5,40,653,2,146h,732,2.71,0.1,157
drep#000,eu,925,,,,,,,,,616,3.3,0.2,2.5%,98,52,31,12,2,,97,173,174,86,"577,067","88,745","488,322","3,053.26",90.9,146.3,23,"5,678","2,567",358,"2,647",14.0,0.7,80,0,"11,308",2.9,0.60,323,1.71,0.1,211,0.1,180,"2,919",15.44,0.7,29.8%,"2,351",0.6,1.19,1.42,72.2%,1.31,"3,150",16.7,0.8,552,83,189,37,"1,286",541,194,45,4,0,18,113,"4,718","2,186",363,"1,907","3,944","1,308",468,"2,037","863,679","4,570",1,32,433,0,105h,427,2.26,0.1,106,60,33m 34s,51.6%,01m 36s,56.1%,214.4,274,0.1,"278,735","28,187","250,548",142.6,14,"1,360",0.57,155,0.1,115,0.1,"1,147",1.12,70.3%,"1,524",0.8,0.60,0.1,49.6%,985,"1,955",600,237,970,"419,127",223.5,338,0.2,"298,332","60,558","237,774",150.0,30,"1,287",0.42,0.0,0.64,168,0.1,96,0.0,"1,204",1.26,74.1%,"1,626",0.8,53.6%,922,"1,989",708,231,"1,067","444,552","1,062",712,925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN Krizz#kid,eu,924,,,,,,,,,,,,,,,43,10,5,,167,249,182,118,"960,664","136,854","823,810","3,149.72",97.0,150.3,21,"8,282","4,302",628,"4,388",14.4,0.7,101,0,"18,772",2.9,0.55,520,1.70,0.1,431,0.1,196,"5,365",17.59,0.8,32.6%,"3,897",0.6,1.17,1.57,75.6%,1.37,"5,149",16.9,0.8,731,133,305,33,"2,058",873,317,81,14,0,40,387,"7,822","3,610",776,"3,080","6,392","2,095",915,"3,312","1,445,938","4,741",19,54,"1,059",1,165h,794,2.60,0.1,171,62,32m 29s,51.8%,01m 33s,56.1%,219.9,847,0.3,"460,870","31,707","429,163",145.3,10,"2,261",0.48,215,0.1,229,0.1,"1,894",1.10,73.9%,"2,483",0.8,1.27,0.1,49.0%,"1,616","3,171",959,499,"1,555","697,279",232.4,895,0.3,"499,794","105,147","394,647",155.2,33,"2,127",0.33,0.0,0.60,305,0.1,202,0.1,"2,003",1.25,77.3%,"2,666",0.8,54.5%,"1,464","3,221","1,136",416,"1,757","748,659","1,128",799,924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
netto#lol,eu,923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOG Ico#aim,eu,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBL LewN#mamba,eu,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASX Sealihn#love,eu,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH Wo0t#Limon,eu,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yagami V6#1TAP,eu,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FoGi#michl,eu,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH rienszinho#2025,eu,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCAM ara#nvm,eu,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aimDLL#xXxX,eu,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUZ bipo#риота,eu,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
