IGN,region,rank_rating,Combat_ability_1_casts,Combat_ability_1_casts/match,Combat_ability_1_casts/round,Combat_ability_2_casts,Combat_ability_2_casts/match,Combat_ability_2_casts/round,Combat_aces,Combat_acs,Combat_assists,Combat_assists/match,Combat_assists/round,Combat_clutch,Combat_clutches,Combat_clutches__1v1,Combat_clutches__1v2,Combat_clutches__1v3,Combat_clutches__1v4,Combat_clutches_lost__1v2,Combat_clutches_lost__1v3,Combat_clutches_lost__1v4,Combat_clutches_lost__1v5,Combat_damage,Combat_damage_delta_δ,Combat_damage_received,Combat_damage/match,Combat_damage/minute,Combat_damage/round,Combat_ddδ/round,Combat_dealt_bodyshots,Combat_dealt_headshots,Combat_dealt_legshots,Combat_deaths,Combat_deaths/match,Combat_deaths/round,Combat_defuses,Combat_disconnects,Combat_econ_rating,Combat_econ_rating/round,Combat_esr,Combat_first_bloods,Combat_first_bloods/match,Combat_first_bloods/round,Combat_first_deaths,Combat_first_deaths/round,Combat_flawless_rounds,Combat_grenade_casts,Combat_grenade_casts/match,Combat_grenade_casts/round,Combat_headshot,Combat_headshots,Combat_headshots/round,Combat_k/d_ratio,Combat_kad_ratio,Combat_kast,Combat_kda_ratio,Combat_kills,Combat_kills/match,Combat_kills/round,Combat_last_deaths,Combat_losses,Combat_matches_played,Combat_most_kills__match,Combat_multikills__1k,Combat_multikills__2k,Combat_multikills__3k,Combat_multikills__4k,Combat_multikills__5k,Combat_multikills__6k,Combat_mvps,Combat_plants,Combat_received_bodyshots,Combat_received_headshots,Combat_received_legshots,Combat_rounds_lost,Combat_rounds_played,Combat_rounds_survived,Combat_rounds_traded,Combat_rounds_won,Combat_score,Combat_score/match,Combat_suicides,Combat_team_aces,Combat_thrifty_rounds,Combat_ties,Combat_time_played,Combat_ultimate_casts,Combat_ultimate_casts/match,Combat_ultimate_casts/round,Combat_wins,Game_econ_rating/match,Game_matches_duration,Game_round_win,Game_rounds_duration,Game_win,Attack_acs,Attack_assists,Attack_assists/round,Attack_damage,Attack_damage_delta_δ,Attack_damage_received,Attack_damage/round,Attack_ddδ/round,Attack_deaths/round,Attack_esr,Attack_first_bloods,Attack_first_bloods/round,Attack_first_deaths,Attack_first_deaths/round,Attack_headshots,Attack_k/d_ratio,Attack_kast,Attack_kills,Attack_kills/round,Attack_plants/match,Attack_plants/round,Attack_round_win,Attack_rounds_lost,Attack_rounds_played,Attack_rounds_survived,Attack_rounds_traded,Attack_rounds_won,Attack_score,Defense_acs,Defense_assists,Defense_assists/round,Defense_damage,Defense_damage_delta_δ,Defense_damage_received,Defense_damage/round,Defense_ddδ/round,Defense_deaths,Defense_defuses/match,Defense_defuses/round,Defense_esr,Defense_first_bloods,Defense_first_bloods/round,Defense_first_deaths,Defense_first_deaths/round,Defense_headshots,Defense_k/d_ratio,Defense_kast,Defense_kills,Defense_kills/round,Defense_round_win,Defense_rounds_lost,Defense_rounds_played,Defense_rounds_survived,Defense_rounds_traded,Defense_rounds_won,Defense_score,Uncategorized_peak_rating,Uncategorized_performance_score,Uncategorized_rating
Y C#1127,kr,567,"1,302",14.15,0.7,"2,044",22.22,1.1,4,248.4,483,5.2,0.2,1.8%,35,16,16,2,0,34,57,44,24,"311,570","25,151","286,419","3,386.63",105.8,160.2,13,"4,010","1,427",372,"1,468",16.0,0.8,37,0,"5,739",3.0,0.50,253,2.75,0.1,252,0.1,62,"1,146",12.46,0.6,24.6%,"1,165",0.6,1.12,1.45,71.6%,1.29,"1,649",17.9,0.8,172,45,92,30,555,314,102,35,4,0,14,42,"3,109","1,218",304,963,"1,945",489,318,982,"483,141","5,252",1,19,28,0,49h,288,3.13,0.1,47,62,32m 00s,50.5%,01m 30s,51.1%,236.1,206,0.2,"143,505","-4,996","148,501",151.1,-5,762,0.45,121,0.1,145,0.2,552,1.01,68.6%,771,0.8,0.46,0.0,45.7%,516,950,195,176,434,"224,317",260.1,277,0.3,"168,065","30,147","137,918",168.9,30,706,0.40,0.0,0.55,132,0.1,107,0.1,613,1.24,74.5%,878,0.9,55.1%,447,995,294,142,548,"258,824",898,719,567
DRX 김 현#1020,kr,560,"1,235",11.65,0.5,"3,320",31.32,1.5,2,203.5,584,5.5,0.3,3.2%,73,43,23,5,2,71,105,76,45,"310,622","29,645","280,977","2,930.40",88.0,137.9,13,"2,584","1,393",189,"1,482",14.0,0.7,59,0,"6,164",2.7,0.56,124,1.17,0.1,99,0.0,62,"1,584",14.94,0.7,33.4%,"1,275",0.6,1.11,1.50,74.2%,1.30,"1,640",15.5,0.7,317,46,106,33,707,266,94,26,3,0,7,275,"2,885","1,233",221,"1,072","2,253",790,281,"1,181","458,480","4,325",3,13,370,1,58h,246,2.32,0.1,59,58,33m 17s,52.4%,01m 33s,55.7%,191.6,293,0.3,"145,716","4,184","141,532",131.3,4,741,0.54,53,0.0,46,0.0,601,1.02,72.2%,757,0.7,2.59,0.2,50.5%,550,"1,110",380,146,560,"212,731",215.0,290,0.3,"164,906","25,461","139,445",144.3,22,741,0.56,0.1,0.57,71,0.1,53,0.0,674,1.19,76.1%,883,0.8,54.3%,522,"1,143",410,135,621,"245,749",568,684,560
最 强#Ryan,kr,558,902,8.51,0.4,"2,267",21.39,1.0,1,241.3,476,4.5,0.2,2.0%,46,25,15,3,2,48,62,71,26,"355,297","42,226","313,071","3,351.86",103.0,158.0,19,"3,910","1,512",402,"1,620",15.3,0.7,43,0,"6,868",3.1,0.54,258,2.43,0.1,218,0.1,86,869,8.20,0.4,26.0%,"1,332",0.6,1.18,1.47,74.6%,1.33,"1,913",18.0,0.9,226,44,106,35,699,331,128,37,4,0,12,72,"3,101","1,380",329,"1,061","2,249",652,353,"1,188","542,694","5,120",4,21,129,1,57h,276,2.60,0.1,61,65,32m 32s,52.8%,01m 32s,57.5%,232.1,239,0.2,"167,684","6,972","160,712",150.5,6,838,0.49,123,0.1,129,0.1,642,1.09,73.7%,913,0.8,0.68,0.1,50.7%,549,"1,114",288,203,565,"258,613",250.3,235,0.2,"187,613","35,254","152,359",165.3,31,782,0.41,0.0,0.60,135,0.1,89,0.1,690,1.28,75.4%,"1,000",0.9,54.9%,512,"1,135",364,150,623,"284,081",647,834,558
폼하니 팜 미쳤다#유튜브켈란,kr,546,777,8.63,0.4,"2,601",28.90,1.4,13,301.0,383,4.3,0.2,2.2%,41,24,12,4,0,32,53,48,30,"368,635","88,086","280,549","4,095.94",126.9,193.6,46,"3,388","1,632",233,"1,445",16.1,0.8,30,0,"7,146",3.8,0.59,277,3.08,0.1,190,0.1,65,835,9.28,0.4,31.1%,"1,501",0.8,1.40,1.67,74.4%,1.54,"2,028",22.5,1.1,173,44,90,37,565,321,163,63,16,0,41,24,"2,857","1,220",292,926,"1,904",501,327,978,"573,147","6,368",7,11,237,1,48h,236,2.62,0.1,45,79,32m 16s,51.4%,01m 31s,50.0%,296.4,184,0.2,"177,647","36,351","141,296",188.8,39,720,0.55,121,0.1,99,0.1,733,1.38,74.1%,992,1.1,0.27,0.0,50.7%,464,941,242,177,477,"278,958",305.5,199,0.2,"190,988","51,735","139,253",198.3,54,725,0.33,0.0,0.63,156,0.2,91,0.1,768,1.43,74.7%,"1,036",1.1,52.0%,462,963,259,150,501,"294,189",716,909,546
Llama#1004,kr,546,925,6.38,0.3,"2,489",17.17,0.8,10,252.5,503,3.5,0.2,1.8%,55,27,18,7,0,59,60,61,35,"486,590","54,517","432,073","3,355.79",106.1,159.1,18,"5,527","2,079",433,"2,271",15.7,0.7,40,0,"9,275",3.0,0.57,543,3.74,0.2,418,0.1,114,"1,029",7.10,0.3,25.9%,"1,832",0.6,1.19,1.41,71.8%,1.30,"2,695",18.6,0.9,239,57,145,42,905,461,197,54,11,0,28,53,"4,424","1,921",334,"1,413","3,058",803,511,"1,645","772,019","5,324",3,26,405,0,76h,364,2.51,0.1,88,64,31m 37s,53.8%,01m 29s,60.7%,242.6,242,0.2,"230,389","9,056","221,333",152.1,6,"1,165",0.51,249,0.2,240,0.2,861,1.10,68.8%,"1,277",0.8,0.37,0.0,51.2%,740,"1,515",360,290,775,"367,506",262.2,258,0.2,"256,201","45,461","210,740",166.0,29,"1,106",0.28,0.0,0.62,294,0.2,178,0.1,971,1.28,74.8%,"1,419",0.9,56.4%,673,"1,543",443,221,870,"404,513",627,795,546
mapnxcuteit#ezxit,kr,544,298,7.27,0.4,879,21.44,1.1,1,287.4,185,4.5,0.2,1.9%,16,7,3,5,1,17,14,24,5,"157,162","44,298","112,864","3,833.22",129.0,189.1,53,"1,114",752,83,589,14.4,0.7,9,0,"3,630",4.4,0.59,120,2.93,0.1,82,0.1,33,319,7.78,0.4,38.6%,703,0.8,1.43,1.75,78.3%,1.59,843,20.6,1.0,63,9,41,41,283,143,64,18,2,0,14,34,"1,162",492,93,345,831,257,135,486,"238,814","5,825",4,13,98,0,20h,111,2.71,0.1,32,89,29m 43s,58.5%,01m 27s,78.0%,297.1,85,0.2,"74,767","21,429","53,338",193.7,56,274,0.61,62,0.2,40,0.1,342,1.48,77.2%,406,1.1,0.83,0.1,55.7%,171,386,120,62,215,"114,663",279.0,99,0.2,"82,395","22,869","59,526",185.2,51,315,0.22,0.0,0.58,58,0.1,42,0.1,361,1.39,79.3%,437,1.0,60.9%,174,445,137,73,271,"124,151",544,974,544
수현이의 노예#0901,kr,534,"1,804",15.42,0.7,"2,851",24.37,1.2,13,291.4,717,6.1,0.3,1.8%,43,21,16,6,0,35,54,51,27,"458,870","103,886","354,984","3,921.97",128.1,190.1,43,"4,508","2,317",371,"1,823",15.6,0.8,36,0,"8,641",3.6,0.53,375,3.21,0.2,328,0.1,85,"1,412",12.07,0.6,32.2%,"1,902",0.8,1.32,1.71,75.6%,1.51,"2,401",20.5,1.0,181,45,117,39,696,404,190,63,15,0,47,93,"3,825","1,540",366,"1,154","2,414",618,477,"1,260","703,510","6,013",5,17,180,0,59h,368,3.15,0.2,72,74,30m 37s,52.2%,01m 29s,61.5%,276.6,339,0.3,"215,357","28,554","186,803",179.0,24,963,0.50,213,0.2,211,0.2,894,1.17,73.7%,"1,126",0.9,0.79,0.1,49.5%,608,"1,203",260,266,595,"332,789",306.1,376,0.3,"243,513","75,332","168,181",201.1,62,860,0.31,0.0,0.58,162,0.1,117,0.1,"1,008",1.48,77.5%,"1,275",1.1,54.9%,546,"1,211",358,211,665,"370,721",614,930,534
Until The End#Amour,kr,528,"3,468",7.97,0.4,"8,929",20.53,1.0,20,263.3,"2,085",4.8,0.2,2.6%,238,124,75,29,6,208,292,262,141,"1,573,490","328,192","1,245,298","3,617.22",110.2,170.7,36,"20,774","6,643","1,899","6,422",14.8,0.7,186,0,"29,879",3.2,0.56,"1,092",2.51,0.1,873,0.1,329,"3,486",8.01,0.4,22.7%,"5,530",0.6,1.33,1.66,74.8%,1.49,"8,549",19.7,0.9,922,197,435,38,"2,869","1,495",628,169,26,0,120,300,"13,184","5,438","1,470","4,445","9,216","2,835","1,417","4,771","2,426,872","5,579",7,68,89,2,238h,"1,012",2.33,0.1,236,69,32m 49s,51.8%,01m 32s,54.3%,255.8,"1,009",0.2,"762,017","118,757","643,260",167.2,26,"3,313",0.49,536,0.1,566,0.1,"2,767",1.23,73.2%,"4,085",0.9,0.69,0.1,50.7%,"2,248","4,557","1,272",798,"2,309","1,165,794",270.7,"1,068",0.2,"811,473","209,435","602,038",174.2,45,"3,109",0.43,0.0,0.64,556,0.1,307,0.1,"2,763",1.44,76.3%,"4,464",1.0,52.8%,"2,197","4,659","1,563",619,"2,462","1,261,078",583,891,528
ALpaca#1003,kr,525,419,3.55,0.2,"5,483",46.47,2.2,9,262.7,864,7.3,0.3,2.3%,57,32,18,4,3,56,61,59,37,"434,313","42,166","392,147","3,680.62",116.6,173.6,17,"3,923","1,874",203,"2,015",17.1,0.8,48,0,"8,663",3.5,0.53,187,1.58,0.1,164,0.1,88,863,7.31,0.3,31.2%,"1,720",0.7,1.14,1.57,76.8%,1.36,"2,305",19.5,0.9,243,47,118,34,738,400,157,59,12,0,29,249,"4,076","1,745",368,"1,189","2,502",766,481,"1,313","657,278","5,570",28,18,244,1,62h,296,2.51,0.1,70,73,31m 33s,52.5%,01m 29s,59.3%,245.1,401,0.3,"205,191","7,359","197,832",163.0,6,"1,013",0.47,81,0.1,92,0.1,833,1.07,75.9%,"1,084",0.9,2.11,0.2,49.1%,641,"1,259",381,252,618,"308,594",280.5,461,0.4,"229,122","34,807","194,315",184.3,28,"1,002",0.41,0.0,0.60,106,0.1,72,0.1,887,1.22,77.6%,"1,221",1.0,55.9%,548,"1,243",385,229,695,"348,684",628,881,525
LoveStruck#930,kr,524,947,9.47,0.4,"2,232",22.32,1.1,2,226.1,500,5.0,0.2,2.3%,49,26,14,7,1,58,72,67,28,"316,805","13,675","303,130","3,168.05",97.5,149.2,6,"3,754","1,296",403,"1,589",15.9,0.7,39,0,"5,838",2.7,0.52,224,2.24,0.1,209,0.1,90,"1,418",14.18,0.7,23.8%,"1,121",0.5,1.04,1.36,72.8%,1.20,"1,659",16.6,0.8,253,48,100,38,674,288,110,16,3,0,12,119,"2,923","1,327",233,"1,062","2,123",578,327,"1,061","479,950","4,800",8,21,400,4,54h,236,2.36,0.1,48,58,32m 30s,50.0%,01m 31s,48.0%,223.3,249,0.2,"161,242","5,217","156,025",148.6,5,813,0.51,116,0.1,111,0.1,575,1.02,72.4%,829,0.8,1.19,0.1,49.6%,547,"1,085",293,175,538,"242,323",228.9,250,0.2,"155,563","8,458","147,105",149.9,8,776,0.39,0.0,0.52,108,0.1,98,0.1,546,1.07,73.1%,830,0.8,50.4%,515,"1,038",285,152,523,"237,627",524,652,524
c0ckroach#123,kr,517,644,8.05,0.4,"1,962",24.52,1.2,3,276.7,367,4.6,0.2,2.0%,33,18,11,3,0,24,55,41,14,"297,826","58,074","239,752","3,722.82",120.9,180.0,35,"3,215","1,199",402,"1,241",15.5,0.7,35,0,"5,612",3.4,0.56,297,3.71,0.2,230,0.1,54,814,10.18,0.5,24.9%,"1,051",0.6,1.28,1.57,71.8%,1.43,"1,585",19.8,1.0,144,32,80,31,497,277,120,37,4,1,25,46,"2,540","1,042",277,784,"1,655",464,238,871,"457,923","5,724",5,15,173,0,41h,241,3.01,0.1,48,70,30m 48s,52.6%,01m 29s,60.0%,268.4,171,0.2,"147,386","21,742","125,644",174.4,26,651,0.55,148,0.2,122,0.1,525,1.22,71.8%,791,0.9,0.57,0.1,51.5%,410,845,221,140,435,"226,788",285.4,196,0.2,"150,440","36,332","114,108",185.7,45,590,0.44,0.0,0.58,149,0.2,108,0.1,526,1.35,71.7%,794,1.0,53.8%,374,810,243,98,436,"231,135",536,845,517
흑화한잼민이TV#구독좋아요,kr,505,795,8.11,0.4,"2,720",27.76,1.3,4,242.7,452,4.6,0.2,1.9%,40,24,9,5,1,30,37,50,29,"326,599","21,043","305,556","3,332.64",104.9,158.1,10,"3,196","1,380",273,"1,583",16.2,0.8,27,0,"6,047",2.9,0.48,291,2.97,0.1,313,0.2,72,985,10.05,0.5,28.5%,"1,245",0.6,1.10,1.38,71.2%,1.24,"1,736",17.7,0.8,165,38,98,41,620,304,114,34,6,0,17,105,"3,284","1,297",347,975,"2,066",553,332,"1,091","501,317","5,115",10,10,196,0,51h,278,2.84,0.1,60,62,31m 45s,52.8%,01m 30s,61.2%,232.9,213,0.2,"156,837",-753,"157,590",152.3,-1,808,0.42,130,0.1,179,0.2,608,1.03,68.2%,834,0.8,1.07,0.1,51.9%,495,"1,030",258,176,535,"239,857",252.4,239,0.2,"169,762","21,796","147,966",163.9,21,775,0.28,0.0,0.55,161,0.2,134,0.1,637,1.16,74.1%,902,0.9,53.7%,480,"1,036",295,156,556,"261,460",513,724,505
밥풀묻은고양이#0818,kr,493,"1,293",8.92,0.4,"2,955",20.38,1.0,2,263.1,538,3.7,0.2,1.8%,56,27,19,9,0,47,85,72,29,"528,688","103,923","424,765","3,646.12",111.2,172.2,34,"4,405","2,241",331,"2,221",15.3,0.7,48,0,"9,958",3.2,0.57,537,3.70,0.2,399,0.1,125,687,4.74,0.2,32.1%,"2,114",0.7,1.26,1.51,71.7%,1.38,"2,805",19.3,0.9,251,64,145,43,913,511,206,58,4,0,37,69,"4,812","1,756",490,"1,481","3,070",834,430,"1,589","807,701","5,570",2,26,220,2,79h,482,3.32,0.2,79,69,32m 47s,51.8%,01m 32s,54.5%,258.3,235,0.2,"262,026","40,615","221,411",167.9,26,"1,151",0.54,255,0.2,217,0.1,"1,085",1.22,69.4%,"1,399",0.9,0.48,0.0,49.4%,790,"1,561",397,226,771,"403,273",268.0,300,0.2,"266,662","63,308","203,354",176.7,42,"1,070",0.33,0.0,0.61,282,0.2,182,0.1,"1,029",1.31,74.1%,"1,406",0.9,54.2%,691,"1,509",437,204,818,"404,428",534,820,493
혀짧은잼민이TV#구독좋아요,kr,490,"1,898",7.78,0.4,"5,122",20.99,1.0,11,248.7,816,3.3,0.2,2.2%,115,66,37,7,2,100,161,157,62,"817,317","87,703","729,614","3,349.66",106.1,159.6,17,"10,134","3,337","1,248","3,862",15.8,0.8,77,0,"15,359",3.0,0.52,794,3.25,0.2,719,0.1,169,"1,952",8.00,0.4,22.7%,"2,912",0.6,1.15,1.36,70.2%,1.25,"4,427",18.1,0.9,494,118,244,33,"1,537",791,326,65,13,1,45,94,"8,103","2,989","1,380","2,571","5,122","1,273",812,"2,551","1,273,762","5,220",5,46,446,1,128h,704,2.89,0.1,125,63,31m 34s,49.8%,01m 30s,51.2%,246.1,373,0.1,"403,789","24,692","379,097",157.5,10,"2,001",0.49,364,0.1,379,0.1,"1,519",1.10,69.3%,"2,202",0.9,0.39,0.0,48.0%,"1,334","2,563",570,453,"1,229","630,757",251.3,439,0.2,"413,528","63,011","350,517",161.6,25,"1,861",0.32,0.0,0.56,430,0.2,340,0.1,"1,393",1.20,71.1%,"2,226",0.9,51.7%,"1,237","2,559",703,359,"1,322","643,005",613,661,490
건곰이#건곰건곰,kr,488,517,8.21,0.4,"1,334",21.17,1.0,5,304.5,278,4.4,0.2,2.4%,32,18,8,3,2,13,17,30,9,"259,048","63,153","195,895","4,111.87",130.4,194.0,47,"3,176","1,214",230,976,15.5,0.7,27,0,"4,870",3.6,0.60,241,3.83,0.2,162,0.1,54,557,8.84,0.4,26.3%,"1,026",0.8,1.47,1.75,75.1%,1.61,"1,432",22.7,1.1,76,18,63,44,392,257,116,38,4,1,33,22,"2,124",836,272,594,"1,335",368,230,741,"406,492","6,452",1,8,61,0,33h,136,2.16,0.1,45,77,31m 33s,55.5%,01m 29s,71.4%,286.0,128,0.2,"118,552","17,915","100,637",179.4,27,508,0.53,116,0.2,103,0.2,473,1.30,73.8%,658,1.0,0.35,0.0,53.6%,307,661,156,146,354,"189,056",322.6,150,0.2,"140,496","45,238","95,258",208.5,67,468,0.43,0.0,0.68,125,0.2,59,0.1,553,1.65,76.4%,774,1.1,57.4%,287,674,212,84,387,"217,436",488,952,488
아기공주 제리#Jerry,kr,485,809,8.34,0.4,"2,513",25.91,1.2,2,260.7,472,4.9,0.2,2.4%,50,21,19,5,3,61,87,90,37,"358,250","79,891","278,359","3,693.30",110.5,173.9,39,"3,401","1,412",255,"1,436",14.8,0.7,36,0,"6,968",3.4,0.63,291,3.00,0.1,174,0.1,67,"1,033",10.65,0.5,27.9%,"1,306",0.6,1.30,1.63,75.1%,1.46,"1,867",19.2,0.9,291,46,97,35,641,338,138,29,4,0,23,98,"2,768","1,212",274,987,"2,060",651,284,"1,073","536,992","5,536",2,17,214,1,54h,243,2.51,0.1,50,72,33m 24s,52.1%,01m 34s,51.5%,257.1,227,0.2,"173,789","33,531","140,258",172.4,33,715,0.63,117,0.1,70,0.1,641,1.27,76.1%,907,0.9,1.01,0.1,50.6%,498,"1,008",307,151,510,"259,167",264.1,245,0.2,"184,461","46,360","138,101",175.3,44,721,0.37,0.0,0.63,174,0.2,104,0.1,665,1.33,74.1%,960,0.9,53.5%,489,"1,052",344,133,563,"277,825",665,898,485
귀여운잼민이TV#구독좋아요,kr,476,"1,604",5.26,0.2,"9,909",32.49,1.5,10,247.1,"1,835",6.0,0.3,1.7%,111,58,43,7,1,118,171,175,83,"1,053,185","71,865","981,320","3,453.07",109.4,163.4,11,"10,990","4,162",927,"5,152",16.9,0.8,91,0,"21,431",3.3,0.49,635,2.08,0.1,655,0.1,211,"2,562",8.40,0.4,25.9%,"3,771",0.6,1.07,1.43,73.0%,1.25,"5,533",18.1,0.9,603,140,305,34,"1,969",976,374,109,11,0,53,225,"10,465","4,252","1,064","3,173","6,447","1,649","1,120","3,274","1,592,738","5,222",40,57,645,2,160h,814,2.67,0.1,163,70,31m 33s,50.8%,01m 29s,53.4%,241.4,879,0.3,"517,139","2,253","514,886",158.8,1,"2,696",0.45,313,0.1,385,0.1,"1,897",1.01,71.8%,"2,729",0.8,0.74,0.1,49.2%,"1,653","3,256",755,619,"1,603","786,157",252.8,953,0.3,"536,046","69,612","466,434",168.0,22,"2,456",0.30,0.0,0.54,322,0.1,270,0.1,"1,874",1.14,74.2%,"2,805",0.9,52.4%,"1,520","3,191",894,501,"1,671","806,581",604,753,476
Agatha#0319,kr,474,994,4.21,0.2,"8,705",36.89,1.8,4,241.2,"1,317",5.6,0.3,1.8%,90,47,29,6,7,105,124,114,62,"781,495","19,499","761,996","3,311.42",106.6,159.9,4,"5,839","3,887",393,"3,997",16.9,0.8,67,0,"14,427",3.0,0.57,467,1.98,0.1,347,0.1,174,"2,685",11.38,0.5,38.4%,"3,509",0.7,1.05,1.38,74.8%,1.21,"4,183",17.7,0.9,469,102,236,50,"1,506",747,279,79,6,0,50,382,"8,140","3,300",662,"2,360","4,886","1,327",972,"2,526","1,178,539","4,994",51,37,432,3,122h,609,2.58,0.1,131,61,31m 04s,51.7%,01m 30s,55.5%,242.1,635,0.3,"393,125","-6,984","400,109",161.0,-3,"2,059",0.54,226,0.1,196,0.1,"1,757",1.02,73.0%,"2,093",0.9,1.62,0.2,48.7%,"1,252","2,442",626,511,"1,190","591,098",240.4,681,0.3,"388,370","26,483","361,887",158.9,11,"1,938",0.28,0.0,0.61,241,0.1,151,0.1,"1,752",1.08,76.6%,"2,090",0.9,54.7%,"1,108","2,444",701,461,"1,336","587,441",474,767,474
송파헌팅포차미련남황승준#본인아님,kr,473,"1,306",8.54,0.4,"4,182",27.33,1.3,9,280.5,720,4.7,0.2,2.3%,73,40,21,8,3,73,109,104,43,"587,645","128,803","458,842","3,840.82",118.7,182.6,40,"5,611","2,645",391,"2,336",15.3,0.7,86,0,"11,780",3.7,0.61,468,3.06,0.1,300,0.1,106,"1,608",10.51,0.5,30.6%,"2,386",0.7,1.37,1.68,75.9%,1.52,"3,195",20.9,1.0,346,52,153,37,984,608,232,61,11,0,54,96,"4,771","1,979",507,"1,460","3,219","1,009",518,"1,759","902,827","5,901",7,25,212,0,82h,471,3.08,0.1,101,77,32m 22s,54.6%,01m 32s,66.0%,285.5,341,0.2,"291,048","60,928","230,120",185.3,39,"1,172",0.61,221,0.1,142,0.1,"1,184",1.36,76.2%,"1,597",1.0,0.63,0.1,54.0%,722,"1,571",470,261,849,"448,578",275.6,374,0.2,"296,597","67,875","228,722",180.0,41,"1,164",0.56,0.1,0.61,247,0.1,158,0.1,"1,202",1.37,75.7%,"1,598",1.0,55.2%,738,"1,648",539,257,910,"454,249",619,942,473
백설기#흑임자,kr,470,"2,127",14.98,0.7,"3,840",27.04,1.3,1,219.1,732,5.2,0.2,3.3%,99,63,26,8,0,64,109,78,50,"428,824","52,471","376,353","3,019.89",91.8,143.3,18,"3,688","1,877",319,"1,999",14.1,0.7,63,0,"8,825",2.9,0.52,269,1.89,0.1,249,0.1,110,"2,396",16.87,0.8,31.9%,"1,683",0.6,1.17,1.53,73.9%,1.35,"2,336",16.5,0.8,324,59,142,30,916,422,152,29,1,0,17,197,"4,128","1,592",363,"1,413","2,992","1,017",411,"1,579","655,468","4,616",1,17,319,3,77h,380,2.68,0.1,80,62,32m 53s,52.8%,01m 33s,56.3%,214.0,355,0.2,"210,353","22,022","188,331",139.9,15,995,0.50,126,0.1,127,0.1,861,1.16,73.2%,"1,159",0.8,1.39,0.1,53.8%,695,"1,504",523,209,809,"321,819",224.2,374,0.3,"218,471","30,449","188,022",146.8,20,"1,004",0.44,0.0,0.54,143,0.1,122,0.1,822,1.17,74.5%,"1,178",0.8,51.7%,718,"1,488",494,202,770,"333,649",476,752,470
제게도꿈은있었습니다#이감자,kr,469,"1,751",8.80,0.4,"5,476",27.52,1.3,4,212.4,"1,052",5.3,0.2,2.4%,105,61,34,7,3,104,126,135,66,"606,828","27,520","579,308","3,049.39",91.7,141.3,6,"5,549","2,378",403,"3,118",15.7,0.7,75,0,"11,733",2.7,0.51,407,2.05,0.1,397,0.1,151,"3,084",15.50,0.7,28.5%,"2,195",0.5,1.02,1.36,71.7%,1.19,"3,186",16.0,0.7,483,91,199,36,"1,303",581,184,36,5,0,17,328,"6,152","2,467",437,"2,099","4,294","1,274",622,"2,195","912,008","4,583",12,37,313,3,110h,519,2.61,0.1,105,59,33m 16s,51.1%,01m 32s,52.8%,210.1,497,0.2,"295,813","-4,111","299,924",138.9,-2,"1,596",0.49,186,0.1,193,0.1,"1,071",0.98,71.9%,"1,559",0.7,1.65,0.2,50.0%,"1,064","2,130",589,361,"1,066","447,559",214.6,550,0.3,"311,015","31,631","279,384",143.7,15,"1,522",0.38,0.0,0.52,221,0.1,204,0.1,"1,124",1.07,71.4%,"1,627",0.8,52.2%,"1,035","2,164",685,261,"1,129","464,449",523,606,469
Xizen#h2sti,kr,457,326,9.06,0.4,"1,703",47.31,2.1,4,273.5,222,6.2,0.3,1.2%,10,4,4,1,0,8,11,12,4,"141,718","16,390","125,328","3,936.61",114.9,175.6,20,"1,115",673,95,650,18.1,0.8,9,0,"2,300",2.9,0.51,97,2.69,0.1,94,0.1,27,525,14.58,0.7,35.7%,615,0.8,1.19,1.53,75.0%,1.36,771,21.4,1.0,40,11,36,34,230,140,60,15,3,1,12,25,"1,276",541,129,377,807,215,160,430,"220,698","6,130",4,9,55,1,20h,111,3.08,0.1,24,64,34m 16s,53.3%,01m 31s,66.7%,266.9,111,0.3,"67,030","3,169","63,861",168.4,8,332,0.46,49,0.1,58,0.1,304,1.11,73.4%,368,0.9,0.69,0.1,50.3%,198,398,95,96,200,"106,229",279.9,111,0.3,"74,688","13,221","61,467",182.6,32,318,0.25,0.0,0.57,48,0.1,36,0.1,311,1.27,76.5%,403,1.0,56.2%,179,409,120,64,230,"114,469",457,892,457
APEKS Florescent#11111,kr,455,"1,323",10.67,0.5,"2,846",22.95,1.1,4,254.3,676,5.5,0.3,2.3%,62,42,12,5,2,38,65,63,31,"452,527","56,582","395,945","3,649.41",112.7,168.5,21,"4,331","2,046",472,"2,044",16.5,0.8,44,0,"7,957",3.0,0.57,356,2.87,0.1,271,0.1,86,"1,364",11.00,0.5,29.9%,"1,796",0.7,1.14,1.47,73.9%,1.31,"2,337",18.8,0.9,213,52,124,36,808,450,156,34,5,0,27,81,"4,557","1,634",634,"1,293","2,686",691,543,"1,393","683,131","5,509",8,26,314,0,66h,331,2.67,0.1,72,64,32m 23s,51.9%,01m 29s,58.1%,252.8,347,0.3,"229,557","19,660","209,897",167.4,14,"1,089",0.54,192,0.1,161,0.1,929,1.08,72.7%,"1,176",0.9,0.65,0.1,50.5%,678,"1,371",311,321,693,"346,557",255.9,326,0.2,"222,970","36,922","186,048",169.6,28,955,0.35,0.0,0.60,164,0.1,110,0.1,867,1.22,75.1%,"1,161",0.9,53.2%,615,"1,315",380,222,700,"336,574",545,841,455
